Candidate_ID,Requisition_ID,Application_Date,Department,Job_Role,Location,Recruitment_Source,Recruiter,Gender,Age,Experience_Years,Education_Level,Expected_Salary_GBP,Screening_Result,Interview_1_Date,Interview_1_Score,Assessment_Score,Interview_2_Date,Interview_2_Score,Offer_Status,Offer_Date,Offered_Salary_GBP,Candidate_Status,Joining_Date,Days_to_Hire,Hiring_Cost_GBP,Offer_Decline_Reason,Probation_Status,Application_Month,Application_Quarter,Salary_Gap_GBP,Is_Hired,Is_Offer_Extended,Is_Offer_Declined,Reached_Interview1,Reached_Interview2,Passed_Screening
CAN00087,REQ-SAL-2501-030,2025-01-16,Sales,Sales Executive,London,Indeed,Oliver Bennett,Male,29,7.3,Bachelor's,42500,Passed,2025-01-28,73.0,71.0,2025-02-01,80.0,Declined,2025-02-03,38500.0,Offer Declined,,,520.67,Notice period,,2025-01,2025Q1,-4000.0,0,1,1,1,1,1
CAN00088,REQ-TEC-2510-052,2025-10-19,Technology,Software Engineer,London,LinkedIn,Grace Patel,Female,29,3.3,Bachelor's,60000,Passed,2025-10-28,85.0,46.0,2025-11-02,87.0,Declined,2025-11-06,60000.0,Offer Declined,,,433.08,Accepted another offer,,2025-10,2025Q4,0.0,0,1,1,1,1,1
CAN00089,REQ-MAR-2604-018,2026-04-16,Marketing,Digital Marketing Specialist,Bristol,LinkedIn,Sophie Hughes,Female,21,1.8,Bachelor's,41000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,257.71,,,2026-04,2026Q2,,0,0,0,0,0,0
CAN00090,REQ-OPE-2511-059,2025-11-27,Operations,Operations Analyst,Glasgow,Indeed,Grace Patel,Male,44,5.2,Bachelor's,39500,Passed,2025-12-09,73.0,74.0,2025-12-14,62.0,Accepted,2025-12-15,43500.0,Hired,2026-01-21,55.0,559.1,,Passed,2025-11,2025Q4,4000.0,1,1,0,1,1,1
CAN00091,REQ-CUS-2509-061,2025-09-02,Customer Service,Customer Experience Executive,London,LinkedIn,Oliver Bennett,Male,38,1.1,Master's,31000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,150.18,,,2025-09,2025Q3,,0,0,0,0,0,0
CAN00092,REQ-TEC-2605-005,2026-05-12,Technology,Data Analyst,Edinburgh,Job Fair,Amelia Carter,Non-binary,32,2.3,Bachelor's,48000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,262.98,,,2026-05,2026Q2,,0,0,0,0,0,0
CAN00093,REQ-TEC-2501-002,2025-01-15,Technology,Product Analyst,Bristol,Recruitment Agency,Grace Patel,Female,37,2.1,Bachelor's,46000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,1066.07,,,2025-01,2025Q1,,0,0,0,0,0,0
CAN00094,REQ-HR-2512-001,2025-12-20,HR,L&D Coordinator,Liverpool,Employee Referral,Amelia Carter,Female,29,1.8,Master's,33500,Passed,2025-12-24,84.0,52.0,,,Not Reached,,,Rejected - Interview/Assessment,,,481.11,,,2025-12,2025Q4,,0,0,0,1,0,1
CAN00095,REQ-SAL-2512-062,2025-12-05,Sales,Business Development Executive,Manchester,Company Careers Page,Daniel Evans,Male,26,1.1,Bachelor's,36500,Passed,2025-12-15,66.0,60.0,2025-12-19,57.0,Not Reached,,,Rejected - Final Interview,,,405.89,,,2025-12,2025Q4,,0,0,0,1,1,1
CAN00096,REQ-OPE-2505-064,2025-05-22,Operations,Quality Coordinator,Leeds,Indeed,Sophie Hughes,Male,29,1.2,Diploma,32000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,206.66,,,2025-05,2025Q2,,0,0,0,0,0,0
CAN00097,REQ-SAL-2511-033,2025-11-17,Sales,Account Manager,Birmingham,LinkedIn,Amelia Carter,Male,26,7.0,Bachelor's,52000,Passed,2025-11-26,68.0,55.0,,,Not Reached,,,Rejected - Interview/Assessment,,,238.26,,,2025-11,2025Q4,,0,0,0,1,0,1
CAN00098,REQ-FIN-2606-070,2026-06-11,Finance,Management Accountant,London,Company Careers Page,Sophie Hughes,Female,38,3.4,Bachelor's,57500,Passed,2026-06-18,53.0,61.0,,,Not Reached,,,Rejected - Interview/Assessment,,,204.17,,,2026-06,2026Q2,,0,0,0,1,0,1
CAN00099,REQ-CUS-2501-026,2025-01-22,Customer Service,Customer Service Advisor,Edinburgh,Employee Referral,Oliver Bennett,Male,37,4.0,Diploma,28000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,370.81,,,2025-01,2025Q1,,0,0,0,0,0,0
CAN00100,REQ-SAL-2603-046,2026-03-12,Sales,Business Development Executive,London,Recruitment Agency,Daniel Evans,Male,29,3.2,Bachelor's,47500,Passed,2026-03-16,78.0,71.0,2026-03-25,97.0,Accepted,2026-03-31,37500.0,Hired,2026-05-14,63.0,1389.3,,Passed,2026-03,2026Q1,-10000.0,1,1,0,1,1,1
CAN00101,REQ-TEC-2506-059,2025-06-13,Technology,IT Support Engineer,London,Job Fair,Sophie Hughes,Male,30,4.6,Bachelor's,44000,Passed,2025-06-23,96.0,72.0,2025-06-26,54.0,Declined,2025-07-01,39500.0,Offer Declined,,,607.91,Role expectations,,2025-06,2025Q2,-4500.0,0,1,1,1,1,1
CAN00102,REQ-MAR-2511-026,2025-11-20,Marketing,Digital Marketing Specialist,Birmingham,Company Careers Page,Oliver Bennett,Female,33,2.1,Master's,42000,Passed,2025-11-27,56.0,69.0,,,Not Reached,,,Rejected - Interview/Assessment,,,294.81,,,2025-11,2025Q4,,0,0,0,1,0,1
CAN00103,REQ-TEC-2607-006,2026-07-06,Technology,Product Analyst,Liverpool,Company Careers Page,Sophie Hughes,Female,23,0.4,Bachelor's,44500,Passed,2026-07-15,68.0,80.0,2026-07-23,50.0,Accepted,2026-07-25,42500.0,Hired,2026-08-16,41.0,683.83,,In Progress,2026-07,2026Q3,-2000.0,1,1,0,1,1,1
CAN00104,REQ-SAL-2510-031,2025-10-03,Sales,Sales Executive,London,University/Campus,Jack Wilson,Male,30,5.3,A-Level / Equivalent,40500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,283.01,,,2025-10,2025Q4,,0,0,0,0,0,0
CAN00105,REQ-TEC-2506-061,2025-06-18,Technology,Data Analyst,Birmingham,Indeed,Jack Wilson,Female,35,1.4,Bachelor's,43500,Passed,2025-06-30,75.0,52.0,,,Not Reached,,,Rejected - Interview/Assessment,,,385.46,,,2025-06,2025Q2,,0,0,0,1,0,1
CAN00106,REQ-OPE-2512-008,2025-12-15,Operations,Operations Executive,Liverpool,Company Careers Page,Jack Wilson,Male,32,0.7,Bachelor's,33000,Passed,2025-12-27,75.0,74.0,2026-01-01,71.0,Accepted,2026-01-02,35500.0,Hired,2026-02-19,66.0,932.32,,Passed,2025-12,2025Q4,2500.0,1,1,0,1,1,1
CAN00107,REQ-SAL-2602-025,2026-02-24,Sales,Sales Executive,Birmingham,Employee Referral,Amelia Carter,Male,28,8.3,Bachelor's,42500,Passed,2026-03-05,65.0,53.0,,,Not Reached,,,Rejected - Interview/Assessment,,,425.01,,,2026-02,2026Q1,,0,0,0,1,0,1
CAN00108,REQ-CUS-2503-035,2025-03-17,Customer Service,Customer Experience Executive,Glasgow,LinkedIn,Amelia Carter,Male,46,7.0,Bachelor's,41500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,275.9,,,2025-03,2025Q1,,0,0,0,0,0,0
CAN00109,REQ-OPE-2509-053,2025-09-22,Operations,Quality Coordinator,Leeds,Indeed,Jack Wilson,Male,30,2.1,Master's,34500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,152.63,,,2025-09,2025Q3,,0,0,0,0,0,0
CAN00110,REQ-TEC-2509-062,2025-09-12,Technology,IT Support Engineer,Glasgow,Recruitment Agency,Amelia Carter,Female,31,5.9,Diploma,42000,Passed,2025-09-22,76.0,65.0,2025-09-30,74.0,Accepted,2025-10-01,41500.0,Hired,2025-11-10,59.0,1697.4,,Passed,2025-09,2025Q3,-500.0,1,1,0,1,1,1
CAN00111,REQ-MAR-2604-002,2026-04-19,Marketing,Marketing Analyst,Manchester,LinkedIn,Grace Patel,Male,39,1.9,Bachelor's,44000,Passed,2026-04-22,67.0,76.0,2026-04-26,88.0,Accepted,2026-04-27,41500.0,Hired,2026-05-23,34.0,1066.92,,Passed,2026-04,2026Q2,-2500.0,1,1,0,1,1,1
CAN00112,REQ-OPE-2505-075,2025-05-19,Operations,Operations Analyst,Edinburgh,LinkedIn,Grace Patel,Male,21,0.4,Bachelor's,41000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,163.51,,,2025-05,2025Q2,,0,0,0,0,0,0
CAN00113,REQ-SAL-2501-052,2025-01-07,Sales,Account Manager,London,Employee Referral,Jack Wilson,Female,35,7.0,Bachelor's,57500,Passed,2025-01-16,53.0,88.0,2025-01-21,81.0,Declined,2025-01-22,58500.0,Offer Declined,,,698.79,Remote work preference,,2025-01,2025Q1,1000.0,0,1,1,1,1,1
CAN00114,REQ-FIN-2507-060,2025-07-23,Finance,Management Accountant,Birmingham,Employee Referral,Daniel Evans,Female,32,0.7,Master's,51000,Passed,2025-07-29,68.0,59.0,2025-08-08,81.0,Declined,2025-08-11,47500.0,Offer Declined,,,575.54,Accepted another offer,,2025-07,2025Q3,-3500.0,0,1,1,1,1,1
CAN00115,REQ-CUS-2507-054,2025-07-30,Customer Service,Customer Service Advisor,London,Company Careers Page,Grace Patel,Female,20,1.0,Professional Qualification,29000,Passed,2025-08-09,74.0,57.0,,,Not Reached,,,Rejected - Interview/Assessment,,,343.83,,,2025-07,2025Q3,,0,0,0,1,0,1
CAN00116,REQ-TEC-2512-048,2025-12-11,Technology,Cyber Security Analyst,Manchester,Indeed,Grace Patel,Male,34,3.6,Bachelor's,60000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,176.48,,,2025-12,2025Q4,,0,0,0,0,0,0
CAN00117,REQ-SAL-2512-049,2025-12-17,Sales,Account Manager,London,LinkedIn,Sophie Hughes,Male,32,1.2,A-Level / Equivalent,49000,Passed,2025-12-20,86.0,77.0,2025-12-23,76.0,Accepted,2025-12-24,45000.0,Hired,2026-01-25,39.0,841.78,,Passed,2025-12,2025Q4,-4000.0,1,1,0,1,1,1
CAN00118,REQ-MAR-2506-050,2025-06-03,Marketing,Marketing Executive,London,Company Careers Page,Daniel Evans,Male,27,0.5,Master's,35000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,110.79,,,2025-06,2025Q2,,0,0,0,0,0,0
CAN00119,REQ-OPE-2506-003,2025-06-03,Operations,Operations Analyst,Glasgow,University/Campus,Daniel Evans,Male,42,4.0,Master's,40000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,336.91,,,2025-06,2025Q2,,0,0,0,0,0,0
CAN00120,REQ-HR-2509-080,2025-09-05,HR,L&D Coordinator,Manchester,Indeed,Amelia Carter,Male,30,2.5,Diploma,33000,Passed,2025-09-08,86.0,69.0,2025-09-18,61.0,Accepted,2025-09-24,35500.0,Hired,2025-11-10,66.0,574.03,,Passed,2025-09,2025Q3,2500.0,1,1,0,1,1,1
CAN00121,REQ-HR-2505-060,2025-05-11,HR,Recruitment Coordinator,London,LinkedIn,Daniel Evans,Non-binary,33,5.2,Bachelor's,38000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,257.83,,,2025-05,2025Q2,,0,0,0,0,0,0
CAN00122,REQ-FIN-2503-005,2025-03-24,Finance,Payroll Officer,Edinburgh,LinkedIn,Oliver Bennett,Male,33,1.6,A-Level / Equivalent,37000,Passed,2025-03-29,86.0,70.0,2025-04-04,85.0,Declined,2025-04-06,37000.0,Offer Declined,,,399.5,Remote work preference,,2025-03,2025Q1,0.0,0,1,1,1,1,1
CAN00123,REQ-OPE-2512-003,2025-12-07,Operations,Operations Analyst,Leeds,Job Fair,Jack Wilson,Male,26,3.4,Bachelor's,47000,Passed,2025-12-19,61.0,64.0,,,Not Reached,,,Rejected - Interview/Assessment,,,505.08,,,2025-12,2025Q4,,0,0,0,1,0,1
CAN00124,REQ-HR-2602-034,2026-02-07,HR,HR Advisor,Birmingham,Job Fair,Grace Patel,Female,34,2.9,Bachelor's,41000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,350.28,,,2026-02,2026Q1,,0,0,0,0,0,0
CAN00125,REQ-OPE-2601-057,2026-01-31,Operations,Operations Executive,Leeds,Indeed,Amelia Carter,Female,26,2.4,Bachelor's,38000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,204.74,,,2026-01,2026Q1,,0,0,0,0,0,0
CAN00126,REQ-SAL-2507-082,2025-07-11,Sales,Business Development Executive,Leeds,Indeed,Amelia Carter,Female,30,0.9,Bachelor's,36500,Passed,2025-07-16,49.0,86.0,,,Not Reached,,,Rejected - Interview/Assessment,,,384.56,,,2025-07,2025Q3,,0,0,0,1,0,1
CAN00127,REQ-SAL-2503-020,2025-03-28,Sales,Sales Executive,Glasgow,Indeed,Grace Patel,Female,30,6.4,Diploma,38500,Passed,2025-04-02,84.0,48.0,,,Not Reached,,,Rejected - Interview/Assessment,,,309.7,,,2025-03,2025Q1,,0,0,0,1,0,1
CAN00128,REQ-MAR-2512-069,2025-12-16,Marketing,Digital Marketing Specialist,Manchester,Indeed,Amelia Carter,Prefer not to say,31,6.4,Bachelor's,46500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,181.29,,,2025-12,2025Q4,,0,0,0,0,0,0
CAN00129,REQ-TEC-2604-056,2026-04-03,Technology,Software Engineer,Manchester,Recruitment Agency,Grace Patel,Female,35,2.6,Bachelor's,50000,Passed,2026-04-07,65.0,67.0,2026-04-11,82.0,Not Reached,,,Rejected - Final Interview,,,1140.89,,,2026-04,2026Q2,,0,0,0,1,1,1
CAN00130,REQ-SAL-2602-049,2026-02-21,Sales,Account Manager,London,Recruitment Agency,Grace Patel,Female,25,2.0,A-Level / Equivalent,48500,Passed,2026-02-25,65.0,77.0,,,Not Reached,,,Rejected - Interview/Assessment,,,1222.22,,,2026-02,2026Q1,,0,0,0,1,0,1
CAN00131,REQ-HR-2606-033,2026-06-05,HR,L&D Coordinator,Bristol,Employee Referral,Grace Patel,Male,28,3.6,Master's,36500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,360.57,,,2026-06,2026Q2,,0,0,0,0,0,0
CAN00132,REQ-CUS-2506-063,2025-06-04,Customer Service,Customer Service Advisor,Leeds,Recruitment Agency,Oliver Bennett,Female,39,1.9,Bachelor's,27500,Passed,2025-06-08,84.0,68.0,2025-06-10,64.0,Not Reached,,,Rejected - Final Interview,,,1417.58,,,2025-06,2025Q2,,0,0,0,1,1,1
CAN00133,REQ-SAL-2509-085,2025-09-26,Sales,Account Manager,Bristol,Employee Referral,Daniel Evans,Prefer not to say,34,2.3,A-Level / Equivalent,44500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,282.77,,,2025-09,2025Q3,,0,0,0,0,0,0
CAN00134,REQ-SAL-2507-067,2025-07-22,Sales,Account Manager,Edinburgh,Company Careers Page,Amelia Carter,Female,36,1.5,Bachelor's,45000,Passed,2025-08-03,68.0,60.0,,,Not Reached,,,Rejected - Interview/Assessment,,,330.87,,,2025-07,2025Q3,,0,0,0,1,0,1
CAN00135,REQ-HR-2505-035,2025-05-31,HR,HR Advisor,London,Indeed,Jack Wilson,Male,20,0.6,Bachelor's,41000,Passed,2025-06-07,47.0,71.0,,,Not Reached,,,Rejected - Interview/Assessment,,,408.3,,,2025-05,2025Q2,,0,0,0,1,0,1
CAN00136,REQ-TEC-2605-028,2026-05-20,Technology,Cyber Security Analyst,London,Recruitment Agency,Oliver Bennett,Male,22,3.0,Bachelor's,60500,Passed,2026-05-25,65.0,94.0,2026-06-02,52.0,Declined,2026-06-06,58000.0,Offer Declined,,,1378.88,Accepted another offer,,2026-05,2026Q2,-2500.0,0,1,1,1,1,1
CAN00137,REQ-MAR-2605-056,2026-05-18,Marketing,Marketing Executive,Manchester,Job Fair,Jack Wilson,Male,23,4.0,Master's,35500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,295.99,,,2026-05,2026Q2,,0,0,0,0,0,0
CAN00138,REQ-SAL-2510-085,2025-10-01,Sales,Sales Executive,Manchester,LinkedIn,Oliver Bennett,Female,34,0.3,A-Level / Equivalent,35000,Passed,2025-10-07,78.0,67.0,2025-10-10,83.0,Declined,2025-10-14,30000.0,Offer Declined,,,592.25,Remote work preference,,2025-10,2025Q4,-5000.0,0,1,1,1,1,1
CAN00139,REQ-CUS-2605-066,2026-05-24,Customer Service,Customer Experience Executive,Manchester,Indeed,Daniel Evans,Female,40,4.8,Bachelor's,36000,Passed,2026-06-01,77.0,84.0,2026-06-09,86.0,Accepted,2026-06-13,33500.0,Hired,2026-07-07,44.0,1058.11,,In Progress,2026-05,2026Q2,-2500.0,1,1,0,1,1,1
CAN00140,REQ-CUS-2601-078,2026-01-31,Customer Service,Customer Experience Executive,Bristol,University/Campus,Sophie Hughes,Male,26,3.0,Master's,32500,Passed,2026-02-12,74.0,55.0,2026-02-17,54.0,Not Reached,,,Rejected - Final Interview,,,454.78,,,2026-01,2026Q1,,0,0,0,1,1,1
CAN00141,REQ-CUS-2601-069,2026-01-09,Customer Service,Customer Experience Executive,London,Company Careers Page,Amelia Carter,Female,38,1.7,Master's,33000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,55.99,,,2026-01,2026Q1,,0,0,0,0,0,0
CAN00142,REQ-SAL-2510-070,2025-10-18,Sales,Account Manager,London,University/Campus,Oliver Bennett,Female,25,6.0,Diploma,53500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,222.49,,,2025-10,2025Q4,,0,0,0,0,0,0
CAN00143,REQ-TEC-2504-007,2025-04-23,Technology,Cyber Security Analyst,Bristol,Recruitment Agency,Oliver Bennett,Female,42,5.3,Master's,55500,Passed,2025-05-03,96.0,44.0,2025-05-07,49.0,Accepted,2025-05-13,62000.0,Hired,2025-06-01,39.0,1929.52,,Passed,2025-04,2025Q2,6500.0,1,1,0,1,1,1
CAN00144,REQ-SAL-2505-085,2025-05-16,Sales,Account Manager,Glasgow,Employee Referral,Grace Patel,Male,35,2.4,Master's,50000,Passed,2025-05-24,51.0,83.0,2025-05-31,85.0,Accepted,2025-06-05,50500.0,Hired,2025-07-28,73.0,1107.98,,Passed,2025-05,2025Q2,500.0,1,1,0,1,1,1
CAN00145,REQ-SAL-2506-022,2025-06-26,Sales,Business Development Executive,London,LinkedIn,Grace Patel,Male,27,0.7,Diploma,42500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,143.85,,,2025-06,2025Q2,,0,0,0,0,0,0
CAN00146,REQ-FIN-2606-016,2026-06-23,Finance,Management Accountant,Manchester,Indeed,Daniel Evans,Male,32,5.9,A-Level / Equivalent,57000,Passed,2026-07-02,47.0,54.0,,,Not Reached,,,Rejected - Interview/Assessment,,,257.89,,,2026-06,2026Q2,,0,0,0,1,0,1
CAN00147,REQ-TEC-2602-001,2026-02-24,Technology,Data Analyst,Birmingham,Indeed,Jack Wilson,Male,43,6.3,Professional Qualification,55000,Passed,2026-03-05,50.0,81.0,,,Not Reached,,,Rejected - Interview/Assessment,,,317.47,,,2026-02,2026Q1,,0,0,0,1,0,1
CAN00148,REQ-OPE-2510-016,2025-10-29,Operations,Operations Executive,Manchester,Company Careers Page,Oliver Bennett,Male,32,6.9,Master's,40000,Passed,2025-11-07,74.0,85.0,2025-11-14,54.0,Accepted,2025-11-17,41000.0,Hired,2025-12-31,63.0,927.97,,Passed,2025-10,2025Q4,1000.0,1,1,0,1,1,1
CAN00149,REQ-FIN-2601-081,2026-01-12,Finance,Finance Analyst,London,Company Careers Page,Amelia Carter,Male,32,3.0,Diploma,47500,Passed,2026-01-23,77.0,72.0,2026-01-28,75.0,Accepted,2026-01-29,48500.0,Hired,2026-03-04,51.0,979.13,,Passed,2026-01,2026Q1,1000.0,1,1,0,1,1,1
CAN00150,REQ-FIN-2511-011,2025-11-07,Finance,Payroll Officer,London,Company Careers Page,Grace Patel,Female,37,0.6,Bachelor's,43000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,86.53,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN00151,REQ-FIN-2508-061,2025-08-10,Finance,Management Accountant,Liverpool,Company Careers Page,Jack Wilson,Prefer not to say,35,0.9,Master's,50000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,110.23,,,2025-08,2025Q3,,0,0,0,0,0,0
CAN00152,REQ-SAL-2605-019,2026-05-23,Sales,Business Development Executive,London,Indeed,Grace Patel,Prefer not to say,31,4.2,Bachelor's,47000,Passed,2026-05-30,79.0,65.0,2026-06-09,84.0,Accepted,2026-06-11,43500.0,Hired,2026-08-04,73.0,1064.54,,In Progress,2026-05,2026Q2,-3500.0,1,1,0,1,1,1
CAN00153,REQ-SAL-2510-008,2025-10-06,Sales,Sales Executive,Leeds,Company Careers Page,Grace Patel,Female,33,0.6,Master's,34500,Passed,2025-10-17,85.0,61.0,2025-10-21,71.0,Accepted,2025-10-27,37000.0,Hired,2025-12-21,76.0,647.59,,Passed,2025-10,2025Q4,2500.0,1,1,0,1,1,1
CAN00154,REQ-OPE-2605-017,2026-05-03,Operations,Operations Executive,Manchester,Job Fair,Sophie Hughes,Non-binary,34,5.6,Professional Qualification,32500,Passed,2026-05-14,66.0,69.0,2026-05-16,68.0,Accepted,2026-05-22,39000.0,Hired,2026-07-08,66.0,1033.03,,In Progress,2026-05,2026Q2,6500.0,1,1,0,1,1,1
CAN00155,REQ-OPE-2510-065,2025-10-29,Operations,Quality Coordinator,Birmingham,LinkedIn,Daniel Evans,Male,34,8.3,Bachelor's,41000,Passed,2025-11-02,36.0,51.0,,,Not Reached,,,Rejected - Interview/Assessment,,,419.29,,,2025-10,2025Q4,,0,0,0,1,0,1
CAN00156,REQ-FIN-2506-083,2025-06-18,Finance,Finance Analyst,Manchester,Employee Referral,Sophie Hughes,Male,40,5.7,Master's,46500,Passed,2025-06-24,60.0,66.0,,,Not Reached,,,Rejected - Interview/Assessment,,,581.66,,,2025-06,2025Q2,,0,0,0,1,0,1
CAN00157,REQ-OPE-2501-016,2025-01-11,Operations,Operations Analyst,London,Company Careers Page,Grace Patel,Female,23,3.4,Master's,46000,Passed,2025-01-17,43.0,87.0,,,Not Reached,,,Rejected - Interview/Assessment,,,290.7,,,2025-01,2025Q1,,0,0,0,1,0,1
CAN00158,REQ-CUS-2607-055,2026-07-03,Customer Service,Customer Experience Executive,London,Employee Referral,Grace Patel,Female,30,1.4,Bachelor's,29500,Passed,2026-07-14,69.0,71.0,2026-07-24,70.0,Accepted,2026-07-26,34500.0,Hired,2026-09-06,65.0,738.12,,In Progress,2026-07,2026Q3,5000.0,1,1,0,1,1,1
CAN00159,REQ-MAR-2511-055,2025-11-22,Marketing,Marketing Analyst,London,Employee Referral,Daniel Evans,Female,36,0.7,Diploma,45000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,273.53,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN00160,REQ-SAL-2501-006,2025-01-26,Sales,Business Development Executive,Bristol,Indeed,Daniel Evans,Female,39,1.2,Bachelor's,37500,Passed,2025-02-04,92.0,73.0,2025-02-10,87.0,Accepted,2025-02-11,36000.0,Hired,2025-03-15,48.0,574.68,,Passed,2025-01,2025Q1,-1500.0,1,1,0,1,1,1
CAN00161,REQ-FIN-2511-004,2025-11-26,Finance,Management Accountant,Glasgow,Employee Referral,Daniel Evans,Prefer not to say,33,3.3,Diploma,55500,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,360.43,,,2025-11,2025Q4,,0,0,0,0,0,0
CAN00162,REQ-TEC-2604-030,2026-04-30,Technology,Product Analyst,London,Recruitment Agency,Daniel Evans,Female,32,7.1,Master's,63500,Passed,2026-05-05,81.0,65.0,2026-05-08,58.0,Declined,2026-05-12,54000.0,Offer Declined,,,1356.01,Personal reasons,,2026-04,2026Q2,-9500.0,0,1,1,1,1,1
CAN00163,REQ-OPE-2603-077,2026-03-27,Operations,Operations Executive,Manchester,Indeed,Jack Wilson,Male,30,5.4,Bachelor's,35500,Passed,2026-03-30,49.0,77.0,,,Not Reached,,,Rejected - Interview/Assessment,,,279.46,,,2026-03,2026Q1,,0,0,0,1,0,1
CAN00164,REQ-HR-2509-059,2025-09-11,HR,L&D Coordinator,Liverpool,Company Careers Page,Jack Wilson,Female,34,4.5,Master's,35000,Passed,2025-09-22,74.0,80.0,2025-09-26,79.0,Not Reached,,,Rejected - Final Interview,,,221.3,,,2025-09,2025Q3,,0,0,0,1,1,1
CAN00165,REQ-TEC-2508-057,2025-08-06,Technology,Data Analyst,Edinburgh,LinkedIn,Amelia Carter,Male,21,1.1,Bachelor's,40000,Passed,2025-08-16,86.0,71.0,2025-08-19,56.0,Accepted,2025-08-25,44000.0,Hired,2025-09-16,41.0,803.29,,Not Passed,2025-08,2025Q3,4000.0,1,1,0,1,1,1
CAN00166,REQ-HR-2507-037,2025-07-21,HR,Recruitment Coordinator,London,Recruitment Agency,Oliver Bennett,Non-binary,33,3.3,Master's,36500,Passed,2025-08-01,74.0,67.0,2025-08-10,75.0,Not Reached,,,Rejected - Final Interview,,,1335.9,,,2025-07,2025Q3,,0,0,0,1,1,1
CAN00167,REQ-SAL-2606-084,2026-06-13,Sales,Account Manager,Leeds,University/Campus,Oliver Bennett,Male,20,1.0,Diploma,46000,Passed,2026-06-24,62.0,86.0,2026-06-29,98.0,Accepted,2026-07-04,47500.0,Hired,2026-08-10,58.0,927.63,,In Progress,2026-06,2026Q2,1500.0,1,1,0,1,1,1
CAN00168,REQ-OPE-2502-057,2025-02-13,Operations,Quality Coordinator,Leeds,Indeed,Jack Wilson,Female,32,0.9,Bachelor's,35000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,198.07,,,2025-02,2025Q1,,0,0,0,0,0,0
CAN00169,REQ-HR-2601-060,2026-01-15,HR,HR Advisor,Manchester,Employee Referral,Oliver Bennett,Female,36,3.4,Bachelor's,46000,Rejected,,,,,,Not Reached,,,Rejected - Screening,,,346.5,,,2026-01,2026Q1,,0,0,0,0,0,0
CAN00170,REQ-TEC-2510-044,2025-10-14,Technology,Cyber Security Analyst,London,Company Careers Page,Amelia Carter,Female,32,3.3,Bachelor's,58500,Passed,2025-10-22,66.0,52.0,,,Not Reached,,,Rejected - Interview/Assessment,,,306.73,,,2025-10,2025Q4,,0,0,0,1,0,1
CAN00171,REQ-TEC-2511-031,2025-11-29,Technology,Product Analyst,Manchester,Job Fair,Grace Patel,Female,31,3.5,Bachelor's,52500,Passed,2025-12-08,77.0,74.0,2025-12-15,71.0,Declined,2025-12-16,50000.0,Offer Declined,,,710.56,Location,,2025-11,2025Q4,-2500.0,0,1,1,1,1,1
CAN00172,REQ-HR-2601-019,2026-01-30,HR,L&D Coordinator,London,Indeed,Jack Wilson,Male,32,2.3,A-Level / Equivalent,34500,Passed,2026-02-05,54.0,71.0,,,Not Reached,,,Rejected - Interview/Assessment,,,306.32,,,2026-01,2026Q1,,0,0,0,1,0,1
CAN00173,REQ-SAL-2601-005,2026-01-29,Sales,Business Development Executive,Birmingham,Job Fair,Jack Wilson,Male,34,5.8,Master's,45500,Passed,2026-02-02,73.0,68.0,2026-02-09,66.0,Declined,2026-02-11,43000.0,Offer Declined,,,825.3,Location,,2026-01,2026Q1,-2500.0,0,1,1,1,1,1
CAN00174,REQ-SAL-2509-019,2025-09-27,Sales,Sales Executive,Liverpool,LinkedIn,Oliver Bennett,Male,32,4.2,Master's,37000,Passed,2025-10-03,58.0,65.0,,,Not Reached,,,Rejected - Interview/Assessment,,,355.39,,,2025-09,2025Q3,,0,0,0,1,0,1
